"","PC1","PC2","PC3","PC4"
"33222133",0.11487979997934,-0.223753260280789,0.0336270939268108,-0.19237925753962
"32122133",0.223493247147016,-0.119888372925839,0.0433591946147071,-0.131555373963366
"33222112",-0.0966921897521024,-0.125607367947342,-0.172869150771631,0.0241296170056576
"44122132",0.232243589719525,-0.143948904994588,-0.149159923360808,0.0471634034849923
"44122133",0.250599279112414,-0.17115293443881,0.0555455194933177,-0.154784571727608
"32122113",0.011549033045151,-0.0675959138991006,0.0146201473043005,-0.0809871825093061
"43522113",-0.0843911278698003,-0.171475196674865,-0.0102353716297865,-0.170343751705941
"43222114",-0.119071526228333,-0.142000070421058,-0.00582055860430492,-0.127032896329179
"43222113",-0.107561279956425,-0.205695220508288,-0.0182021507154098,-0.172769650530371
"43522114",-0.0952388124540893,-0.106362173817616,0.00222206044260623,-0.122304290982522
"43222112",-0.110589872542928,-0.179423979626412,-0.201594493915787,0.00511921684469358
"34432111",0.0651977647764454,0.170505351530152,0.0783018574548649,0.116194759603596
"32222114",-0.085436535630926,-0.00762236944315376,-0.0153695022446741,-0.119518140103646
"32222112",-0.0785990845395591,-0.0484658150610122,-0.201332206030787,0.00889121151600498
"42422112",-0.0650018052414997,0.0411600505353352,-0.232633356718959,-0.0125156181635382
"43422121",0.033211649679618,-0.0914307709336714,0.0798743400985017,-0.0219577068365648
"32522113",-0.0549536212772189,-0.0357479190363146,-0.0128749212305804,-0.156812822229492
"33222113",-0.0937389770030932,-0.150179534261612,0.00269350823581572,-0.145502062977075
"34422113",-0.0141698858257461,0.0760503266283918,-0.00866331550960071,-0.158570461358966
"34432112",0.0566296221042409,0.18020630296343,-0.23358737638921,0.100134540861732
"32222113",-0.073311902741395,-0.0724172171773229,-0.0268712203612528,-0.165222387547575
"32122112",0.002232533204701,-0.0416519062825115,-0.15717250458661,0.091120615715089
"11422114",-0.0509953525251877,0.32477877873148,0.0224729083984922,-0.127219877435333
"32522114",-0.0664156924791316,0.0304648014678736,-0.00129736315271451,-0.108805868263336
"33422113",-0.0639799524878195,-0.0128278276741975,-0.00595332337177077,-0.147854687958144
"33422112",-0.0697955788843044,0.00933146607361458,-0.177021623773454,0.0210810468611336
"32422112",-0.0520027008900752,0.0903900832052704,-0.203128256463635,0.00988118810804361
"11122114",0.00600775505904281,0.188656745435896,0.0839944452423156,-0.0410991067840631
"11422112",-0.0513647698173193,0.276494374844841,-0.178926965943553,0.00867888831988702
"11422111",-0.0443306173090486,0.270941127111705,0.109964275106207,0.0264094461139217
"43422114",-0.0869133792875109,0.000156436725691551,-0.0181871104039534,-0.12582407409916
"41422114",-0.0916605843270097,0.180155676561464,0.00397307524782241,-0.152995561626648
"31421114",-0.22496999739224,0.278447090245348,0.0589993767682582,-0.0968678832579125
"31521114",-0.242587652593369,0.167683133570993,0.0851770396716496,-0.0967858669079721
"31422113",-0.0686575560447986,0.161705211755246,0.0169903990710426,-0.176012194656534
"31422114",-0.0765842048387273,0.220741822376869,0.0218635425712424,-0.125285127559017
"31422112",-0.0746823968058868,0.18115149264209,-0.153681823751109,-0.00536020519910854
"43422112",-0.0821313509968066,-0.0376524355599702,-0.206378120059107,0.000889340258298267
"31422133",0.137055528930031,0.136455623536575,0.0523077676466841,-0.236254086767388
"31421113",-0.218191409474579,0.204735050113655,0.0557223302763507,-0.163246226798081
"31422132",0.123299066329723,0.154767584594609,-0.135778372628667,-0.0484108093891535
"31431113",-0.159624023367103,0.325892441347461,0.0625371427532121,-0.0827321492180404
"11121112",-0.141275465451446,0.183537503049427,-0.100398921730453,0.184717602399505
"42422113",-0.0567768299583638,0.0179224464178763,-0.0548370454622576,-0.194190459455995
"32522112",-0.0616757475034635,-0.0119235831664443,-0.185309948657814,0.0164482754591818
"31522112",-0.0876735124837001,0.086684982999046,-0.136426265773421,-0.00240564544783669
"31522312",-0.245883640333698,0.0625784987302037,-0.0930906105830685,0.0793697126884089
"11421111",-0.198488045864349,0.339920054670434,0.169252714283519,0.0949952283765684
"11421112",-0.206109246960497,0.344958412164221,-0.172399442835136,0.076688263010229
"11422113",-0.0428064113164204,0.257364973351659,0.0178310825077121,-0.188030476189325
"24122132",0.276376487641514,-0.0372067544158644,-0.123356036273025,0.0887008216614974
"24122134",0.28378370145579,0.0108865632737206,0.0965915165376696,-0.0556322375869125
"24112134",0.433117381473215,0.088501167431353,0.106836518350523,0.0275231064334299
"24122133",0.296357672843785,-0.0618597934855489,0.0841633961314075,-0.115285294003774
"24422134",0.230217338029546,0.154032940716096,0.0406075826414515,-0.14735811018836
"24132132",0.412908751929391,0.020513443941435,-0.165404976449977,0.171842610986048
"24112132",0.422482996479891,0.0253459590114851,-0.152919456951117,0.19587114671734
"25222113",-0.0255989444850762,-0.0322983122945722,0.0134732679768241,-0.156550112255643
"43522213",-0.182759604273717,-0.255046243239865,0.0421400054303974,-0.144203957487701
"43222214",-0.223406315571672,-0.225560661622222,0.045109375155554,-0.0890523444463306
"43222213",-0.210221587729975,-0.297090667221592,0.0320260402178168,-0.146460999014811
"33522212",-0.167133477262935,-0.161776830799261,-0.149684283229257,0.0867320235754733
"33522213",-0.165356259086157,-0.189976870171268,0.0646216171708087,-0.118817144536929
"43222212",-0.210639241316167,-0.267064487035538,-0.19213550261748,0.0681978578648298
"43222233",0.0344915064392654,-0.401737503664256,0.0713158330198148,-0.201206437277412
"25222112",-0.0325300183841952,-0.00828787037299397,-0.182453680971738,0.0337494150913869
"25222133",0.202596396528376,-0.0952888508903071,0.0482161719249898,-0.208883934944224
"25222134",0.190818130614942,-0.02208675759189,0.0607265553816117,-0.153346428645017
"26112112",0.184236991624669,0.0954096677680913,-0.136501186584289,0.30204480558859
"26112111",0.188189285009303,0.0858417114296301,0.178636207936892,0.301921213898656
"36112111",0.152187450924604,0.0303644185845935,0.165809494397314,0.274482858866809
"26512111",0.11748076268886,0.120514707363546,0.161477803201828,0.23411615156903
"26112113",0.201538170445271,0.0669621529025505,0.0907163742363886,0.0776048961538116
"36112114",0.150367785478261,0.0973624386493286,0.0961603867409887,0.12700495782731
"26512112",0.112311715819291,0.129089213108631,-0.157937997834806,0.230386519001712
"26112131",0.446117459821591,0.0190452401484778,0.21850838674982,0.247133785500164
"26422131",0.249596723256572,0.0997215679600918,0.16185986831097,0.0724778330889575
"26422133",0.25856043966064,0.0882500409892033,0.0733434369223605,-0.13452770405421
"26422132",0.240649873154871,0.108192366375207,-0.132293996511278,0.0696198701925853
"26432132",0.363310250647217,0.195272772265285,-0.176417405104028,0.143218492172888
"26422134",0.248253200918173,0.159415449580525,0.0838043854149488,-0.0733919379095764
"26132131",0.439395998930083,0.0172792353725744,0.210178052267706,0.231495461849464
"26632131",0.403030319052331,0.0539748379383037,0.182514521199037,0.186922151661881
"26412131",0.378862468981796,0.193448430367529,0.17744455308624,0.165169826662837
"26412133",0.393473706100681,0.17508585135687,0.0780036565653209,-0.077183169150151
"26412132",0.369607809835667,0.197993568326865,-0.164801796881417,0.165757883881168
"12422132",0.201755855285201,0.128799121590317,-0.214781433615664,-0.0209552613885633
"22412132",0.317707647071101,0.179287216597257,-0.231097063746652,0.0837897875301807
"26412134",0.380438308778016,0.264278542262466,0.0911050075357557,-0.00126890525649364
"12412132",0.334762632330129,0.22986353817512,-0.248641764941591,0.084581276887969
"26512133",0.388766064393708,0.0257204855736143,0.107482973212065,-0.0572367383634035
"36122311",-0.0960838833576749,-0.0827736369601393,0.255796330551983,0.283475974942721
"36122312",-0.0974481540720704,-0.0682459180602859,-0.0388153436902344,0.283460425592354
"36122313",-0.0949732688707305,-0.100115946034218,0.178147142456047,0.0744551898756145
"31221312",-0.425101449583748,0.0563842704784437,-0.0971440750061946,0.126929661081792
"31521312",-0.405514173574883,0.101164872891736,-0.0837022120473421,0.137269879498555
"31221313",-0.434836499941355,0.0200471694041281,0.158697388380174,-0.117127046186995
"31221311",-0.422440571968404,0.0422357641101103,0.255959453075899,0.139745277742114
"33221312",-0.414985599251356,-0.174340143356093,-0.124961054718259,0.166399707620084
"43221311",-0.442076311492768,-0.265485481232444,0.211851783954503,0.160534607422259
"43321311",-0.423105441069719,-0.23091154138306,0.215325378475289,0.1841391775874
"31421312",-0.391523304772438,0.225068469235399,-0.106214962883683,0.138705647634851
"33221314",-0.433084598249081,-0.132837718328018,0.138357663388565,-0.00183373719627777
"31521314",-0.419150622239044,0.147095634431472,0.173570596036545,-0.0266129723706136
"43522313",-0.254240094308693,-0.231015092385637,0.0700166016621492,-0.11745969699812
"43522311",-0.247139574638494,-0.217886512151794,0.158141206510726,0.105800990665353
"43522314",-0.26347088365035,-0.160919095548639,0.0794898831705992,-0.0540371786594248
"32221311",-0.394521615084287,-0.0903850526773112,0.188505040524046,0.162450370780626
"32221312",-0.39925776165481,-0.072126317127913,-0.165659381721053,0.150199106188166
"43421312",-0.414383520541644,-0.0589325875542642,-0.162387362763788,0.14956049132738
"31221314",-0.440835404363608,0.10077009300172,0.162078851358705,-0.0401083986845089
"32421311",-0.363999159884735,0.098542328704007,0.176217840247263,0.171691556253331
"32121311",-0.296162834844829,-0.0904761176399845,0.244060379231035,0.283130588235363
"32221313",-0.406868057327864,-0.110555666865237,0.0894764859069349,-0.0966232655233212
"42221312",-0.429872985517875,-0.143461312090277,-0.19393972148073,0.127993227914308
"31522311",-0.24168997362944,0.0519348830251634,0.202115951924851,0.0906198396932728
"43521311",-0.417125570494333,-0.214084953782038,0.217454718523597,0.164120033799863
"43221312",-0.444937490875499,-0.243429007282106,-0.153092790508265,0.146398929014972
"31521311",-0.400733458282748,0.0910361474260451,0.264265266529472,0.149096414075723
"33521311",-0.388192301928953,-0.144002534202809,0.234203264735554,0.182508082301153
"33521312",-0.393098136741927,-0.127649375500328,-0.113776125390305,0.170550456009748
"41422112",-0.089243600254171,0.139463406780601,-0.180122142665406,-0.0274775323192502
"31222132",0.0937040359735033,0.0114016184137373,-0.130339287473156,-0.044237373482381
"31222112",-0.106165092829465,0.0551921695465352,-0.149121881985825,-0.00974475285336507
"31422111",-0.0690562108398148,0.173294795399249,0.0989858028563999,0.0113935541688847
"31322112",-0.079559915590272,0.0893443942961707,-0.152896093765924,0.00232082270244628
"31322111",-0.0736283998914592,0.077131482569286,0.112170986311493,0.0167127669625343
"31222111",-0.102369529625729,0.0399888648500595,0.109525948353415,0.00614923653276464
"41222112",-0.122288206956074,0.00667137363956103,-0.174931047758626,-0.0306807735316355
"41222111",-0.118417461505791,-0.0102154654021305,0.0955459174122444,-0.0135978141127773
"41422111",-0.083542232041552,0.129923175192545,0.0843746187737333,-0.00953480291852833
"31522111",-0.0817581116031742,0.0755014592052125,0.117085515060539,0.012499261855139
"41222113",-0.119050400004968,-0.0168868543813474,0.00806521786222004,-0.210285895544848
"31432114",-0.00771036066929568,0.338442284753522,0.0188918851842831,-0.0722319278146197
"41422113",-0.0831433796555879,0.118318051326151,-0.00162023565032377,-0.206386709169008
"31432112",-0.009451975646438,0.28625989838744,-0.196645619680999,0.0718436758970383
"41522112",-0.102853185798094,0.0388541657840722,-0.162681376799804,-0.0229179060550139
"41522114",-0.106872289149934,0.0807064115010864,0.0270466484887407,-0.150719426281693
"41522113",-0.0981804344189072,0.0154230040096042,0.0182889305787416,-0.20167052669332
"31522133",0.123541936498709,0.0252055982717564,0.0751270632455133,-0.221951862005191
"31532133",0.233634815750732,0.0926645552199279,0.0724510255859563,-0.192339902915283
"31532132",0.214616275460805,0.117852254504393,-0.155449046242854,0.0352720533765719
"31532134",0.222498335667346,0.175473779528024,0.0847737973047561,-0.125102537258789
"31522132",0.111212943117797,0.0458033656498079,-0.115427477393301,-0.0342651408384074
"31532131",0.224971917446984,0.109884926987026,0.170860847356427,0.0424949432544155
"31522134",0.115451580314354,0.0908328340421367,0.0848032276113784,-0.17048905012202
"31522131",0.121503171189337,0.0353223830907308,0.161759006598134,-0.025526775386099
"11122112",0.00560563609069145,0.141939928908666,-0.122457252202289,0.0946358678016473
"11512113",0.0357988944713501,0.264969138042293,0.056054758632693,-0.105738292897466
"31122113",-0.0182742282601339,0.0371617748530472,0.0690959939192199,-0.0975801622929868
"11122113",0.0153308989863994,0.118405049348747,0.0761268210761153,-0.100763641031833
"31122114",-0.027335079772652,0.0990362761819984,0.0771949356948399,-0.047999159701692
"11512112",0.0227126754306036,0.289349737439484,-0.180339710195134,0.129607994184819
"31522113",-0.0830761409420083,0.0649528957921846,0.0367143574121932,-0.172901078693811
"11122111",0.0117122500284815,0.13206640403116,0.16299973655847,0.106664349273412
"33522312",-0.231224301103091,-0.137768177441039,-0.120852763949134,0.110112761836841
"33522311",-0.226905514877995,-0.154636226382868,0.17436571010783,0.121493980555941
"41422312",-0.256833395252284,0.118896467808273,-0.137636732814314,0.0598037813890681
"41422314",-0.264803572295631,0.159035722683433,0.0810309536169127,-0.08398532321454
"32422113",-0.0438531054444344,0.0688515536554181,-0.0331616293998646,-0.163536465792082
"32422114",-0.0551405265867422,0.131618491903437,-0.0247484783338517,-0.113089464695193
"32322133",0.177773383895577,-0.104486145686876,0.00628968812566174,-0.210990014230992
"32322132",0.162521318927458,-0.0799161784211008,-0.192048152419096,-0.0113328827083443
"32522133",0.157453166732171,-0.0987165697921475,0.019813767661043,-0.203598887680974
"32522132",0.142999418666706,-0.0760265537510871,-0.17003517721939,-0.0131465020714907
"32522131",0.155364915693424,-0.090617765491229,0.10821220093505,-0.00497248868704503
"33222132",0.104194965391111,-0.200315413795328,-0.159349482533835,-0.00555628963607805
"35522133",0.181258095014717,-0.102883862519578,0.0531087344838147,-0.214599773588823
"35522132",0.166861330495174,-0.0792828908663193,-0.147562499932409,-0.0182567875408927
"42222112",-0.0931600995693088,-0.104528557776433,-0.230206153144615,-0.012324288313706
"42122112",-0.00923293405079659,-0.0979312872476694,-0.183249602973912,0.0740947925976423
"42122114",-0.0128532341112423,-0.0571685258628276,0.00873184984930913,-0.0543051759835747
"42522112",-0.075293321720998,-0.0672963471898647,-0.214629841025224,-0.00434346429943575
"42522132",0.138007394460238,-0.137039882362745,-0.199884917161756,-0.0370359571999452
"42522134",0.14049483795297,-0.0892703949609457,0.0117300512412332,-0.181898703874374
"34122132",0.233271338337929,-0.0824112633883629,-0.123201292641193,0.066451542317936
"34522132",0.174660089326136,-0.0651940179635069,-0.151396370361587,-0.00674010070499048
"34522131",0.18782686018917,-0.0800329097547309,0.135888311258568,0.00282019969565356
"35122132",0.228691028726765,-0.0964956944630515,-0.120756870878009,0.0547155053940603
"35122131",0.238967370618314,-0.112351193326131,0.166354221117854,0.0589181817671958
"43122132",0.178916366650966,-0.24259282470406,-0.143744646512044,0.0546384196026787
"33122132",0.181092951656475,-0.182919010187014,-0.117286304519458,0.0725568584212157
"33122133",0.19580710428699,-0.208349462172753,0.0730219381625631,-0.11226030864314
"33122131",0.190291545763919,-0.200617876576257,0.155633684505568,0.0775730913305074
"43122131",0.188190143004957,-0.261975225438518,0.141004477344612,0.0608436225446989
"43122133",0.193705899118976,-0.269722351257406,0.054393280362908,-0.138435934854009
"34122131",0.245221355716028,-0.0982436057729634,0.159804982463509,0.0721586184613271
"43122113",-0.0220931807655264,-0.204093186162646,0.0257229899606339,-0.0873120241574946
"34122134",0.239132064530785,-0.0389001160217048,0.0862004340141223,-0.0722876064724674
"34122133",0.251551647893322,-0.107916218264978,0.0736744660200017,-0.127239245502334
"43122112",-0.0291510913943153,-0.175829339780491,-0.155001019461119,0.0885710423783836
"45322134",0.184411133846197,-0.0975245535796617,0.0313551887239928,-0.195517378280576
"45122132",0.226501449336394,-0.158940448970832,-0.146870049262099,0.0349032655075974
"35122114",0.016215323572313,-0.00699018302684531,0.0596406185265719,-0.0399403535527946
"35122112",0.0188876188063079,-0.0472721969090685,-0.134081171315651,0.0868010589674844
"35122134",0.23376129800117,-0.0519345178594302,0.0920174502712255,-0.0860414031306412
"36122132",0.255806346078709,-0.0749424986112784,-0.0884579359032181,0.127992598925385
"36122133",0.27318294133241,-0.100142217870949,0.108361848614322,-0.0645497918006768
"36122134",0.26189588789681,-0.0298691730882955,0.122146442970189,-0.00926150754926056
"34432114",0.0583585051224614,0.233597931599401,-0.0082978656005347,-0.0489035844455079
"33122111",-0.0135251894613103,-0.140197497475682,0.120172760824063,0.114574540587043
"33122112",-0.0183489563777402,-0.121796089851683,-0.129072525043489,0.103391765827084
"43632131",0.267711394440035,-0.212604254283737,0.109860718252422,0.0782328682822903
"43632132",0.258127484213965,-0.195216206003982,-0.24201775204815,0.0691611192607913
"46122131",0.263880313414744,-0.151593193438383,0.177066584189222,0.111945636426195
"46122111",0.0462594871321718,-0.0929808418765223,0.143612440673501,0.155151395691245
"43632112",-0.00143133120178006,-0.110148073414682,-0.256825838843902,0.119118037348139
"46632112",0.083921797720876,0.0141520653331066,-0.2143709100719,0.195524623135278
"43222133",0.109683047037074,-0.284909511115704,0.0122015874006296,-0.222744560462752
"46122132",0.25634429908652,-0.135544573339277,-0.111354146368142,0.113252878595655
"45122131",0.23685297347449,-0.176479482179127,0.152070177565395,0.0402949119134615
"35122113",0.028147135100835,-0.0741271601378555,0.0485337701110495,-0.091197339695357
"43122134",0.181909604544881,-0.202072377056408,0.0685507175526801,-0.0859266995896925
"45222133",0.155392892796509,-0.206247463530694,0.0173879592003782,-0.253176547851297
"44122112",0.0164277586867318,-0.0896807075634926,-0.161892925851657,0.0852078143717663
"11422314",-0.232573526479495,0.319356100213397,0.110173109740346,-0.0354285545083365
"11421314",-0.404696980829653,0.397625608342308,0.168708231373529,0.0158460685855595
"31421314",-0.403557634157597,0.269839254838982,0.145425037824888,-0.0228937133150359
"11422324",-0.121214765749124,0.329304884985214,0.154577605137701,-0.0812727400306414
"31422334",-0.0227186262345931,0.160149311614983,0.158004762943169,-0.101336896089061
"32322114",-0.0571924598795414,0.0269396448830576,-0.0143939833131407,-0.107395539637714
"34322111",-0.014185367749447,-0.0259156490350529,0.0878017682766995,0.0483953273387286
"34322112",-0.0229934262397536,-0.00934482807602149,-0.187363509429437,0.0331814481303047
"34322113",-0.0142407952351326,-0.0357443822594423,0.00122960297920749,-0.1536760971466
"34322114",-0.0267890182803628,0.0331936026546102,0.0116375443903454,-0.0998222695118124
"32322111",-0.0441667974800368,-0.0323507634490219,0.0596505312234594,0.0375189790443751
"32422111",-0.0443012459688252,0.0784231567813652,0.0506002643068788,0.0260705954081743
"32322112",-0.0521735821340278,-0.0160276225410723,-0.206477443016963,0.0236913868521498
"32322113",-0.0446531390051294,-0.0417319096356576,-0.0255535199254037,-0.158774456749689
"34222111",-0.0457698191875949,-0.0625968837039204,0.0855197354149611,0.0362345903222538
"34422112",-0.0235516691471097,0.0982841232670798,-0.186299131890457,0.019238894216225
"34422111",-0.0150489403895439,0.0860695167920925,0.0764666923457713,0.0368145885325543
"32512114",0.022514873305313,0.11127574251807,0.000361847354909299,-0.0249643908477426
"32512112",0.0240276471019338,0.0538254671534691,-0.223459160641136,0.124304733910276
"32222111",-0.0727282523806453,-0.0677793489385527,0.0583765184714577,0.0242208488342719
"32422134",0.156372211625939,0.0862923933419502,0.00648348715390573,-0.167890847029762
"33322112",-0.0696942614340459,-0.0996427870184689,-0.179085846023537,0.0333796806251241
"33322113",-0.0645077873543037,-0.125967838311014,0.00293975040593455,-0.144604243895867
"33322111",-0.0636376262143945,-0.118080131982142,0.0859931456029241,0.0479027165994483
"33322212",-0.165103581187806,-0.175414810899213,-0.166153430161871,0.0980405851678174
"32422213",-0.139330304215624,0.0214080189802472,0.0103202903333185,-0.143325235600049
"32522213",-0.149397400170919,-0.10109263542598,0.0345158502391748,-0.13635556823178
"32422212",-0.144868960660954,0.0467014878342767,-0.200415536365372,0.066862407804653
"32522212",-0.153508587396853,-0.0735133602519327,-0.178688376822979,0.0736755189614705
"36112231",0.340706088342131,-0.12521611921424,0.288637270042832,0.330704111722999
"26112231",0.386087450307599,-0.0647620896313956,0.306820620728521,0.36279461075598
"26132231",0.377174361077577,-0.0694839666581245,0.297154273825037,0.342920667868616
